.id,headline,description,source,date
38,Ravens' Michael Oher to Receive Congressional Award,Sponsored Post: This post is presented by Sprint. Bringing you the first wireless 4G network from a national carrier. Only on the Now Network.,Baltimore Beat Down (blog),"Jun 19, 2010"
39,The Risks Of 4G Cellphones,"The introduction of 4G phones marks a significant advancement for the smartphone world, but how that fits into the corporate world isn't obvious ...",Forbes,"Jul 6, 2010"
39,CLEAR Spot 4G and 4G+ mobile hotspots go on sale,"Clearwire's new CLEAR 4G and 3G/4G mobile hotspots have gone up for sale, having made their preorder debut last month. The CLEAR Spot ...",SlashGear (blog),"Jul 7, 2010"
39,Sources reveal iPod Touch 4G will have many iPhone 4 features,"Apple introduced consumers to many new features with the iPhone 4, the main features being a 5MP camera that can also record 720p videos ...",WCCFtech (blog),"Jul 9, 2010"
39,FaceTime and Why Apple's Massive Integration Advantage is Just ...,"The HTC EVO, which crams in 4G wireless, epitomizes this best (sorry, but mobile 4G is not ready for primetime, and I firmly believe Apple won't ...",TechCrunch (blog),"Jul 3, 2010"
39,"Apple, AT&T Sued Over iPhone 4 Antenna Problems","Just six days after the iPhone 4's launch, a pair of Maryland residents sued Apple and AT&T, alleging that the smartphone's defective antenna ...",Wired News,"Jul 1, 2010"
39,"Right On Cue, T-Mobile Unveils 3000 Minute Family Plan","Right on cue, T-Mobile has unveiled its newest rate plan addition in the form of a 3000 minute Family Plan for both Even More and Even More ...",TmoNews (blog),"Jul 6, 2010"
39,15 gadgets the smartphone killed,"The smartphone is the Jeffrey Dahmer of the tech world. New models like the HTC EVO 4G, Apple iPhone 3G, Motorola Backflip, and the ...",TechRadar UK,"Jul 6, 2010"
39,Run Windows 7 on Your Android Phone,"What's more, PocketCloud has been tested on the Motorola DROID, HTC Evo 4G, HTC Hero, HTC Droid Incredible, T-Mobile G1, and Nexus ...",pocketnow.com,"Jul 1, 2010"
39,Samsung A130 for South Korea,Samsung has made A130 clamshell phone official. It's a Fixed Mobile Convergence (FMC) device and will come to both SKT and KT as ...,TheTechJournal.com (blog),"Jul 5, 2010"
39,"50 years on, Francophone Africa strives for media freedom","Without adequate landlines or 4G wireless for Internet carriage, this relatively low-tech medium might play to Africa's ingenuity for low tech fixes.",CPJ Press Freedom Online (blog),"Jul 13, 2010"
40,G4 Channel to Become 4G in a Week of Sprint Promotion,NEXT week the cable channel G4 will morph into 4G. In a letter-swapping promotion for Sprint Nextel's next-generation wireless Internet ...,New York Times,"Jul 21, 2010"
40,Verizon's 4G LTE SIM in the wild,"Verizon owns Engadget's parent company, Verizon Media. Rest assured, Verizon has no control over our coverage. Engadget remains ...",Engadget (blog),"Jul 18, 2010"
40,"LightSquared does LTE and satellite connectivity wholesale, Nokia ...","First-ever wholesale nationwide 4G-LTE wireless broadband network integrated with satellite coverage allows partners to offer terrestrial-only, ...",Engadget (blog),"Jul 20, 2010"
40,Apple's Steve Jobs: 'no one's going to buy' a big phone,"We're assuming he's likely talking about the latest crop of 4-, 4.3- and 5-inch phones that include the Galaxy S series, the EVO 4G, Droid X, and ...",Engadget,"Jul 18, 2010"
40,Sprint Zone Application Available for Free for Sprint Customers,"Those that own an HTC EVO 4G, Samsung Intercept or Blackberry Bold smartphone will notice the application's icon on the home screen.",Softpedia,"Jul 21, 2010"
40,T-Mobile Buy One Get One Extended Through September 7th,"T-Mobile's Buy One Get One promotion feels like its been going on forever, and for good reason as its been extended yet again through ...",TmoNews (blog),"Jul 20, 2010"
40,Sprint Rolling Back Smartphone Restrictions on SERO Beginning ...,"I'm highly suspicious of the $10 premium for Sprint TV/Navigation access, Any Mobile Anytime and another $10 monthly premium for 4G access ...",PhoneNews.com,"Jul 20, 2010"
40,Samsung Galaxy S review shootout: Captivate for AT&T and Vibrant ...,"... AT&T and the Vibrant for T-Mobile; Verizon's Fascinate and Sprint's QWERTY- and WiMAX-equipped Epic 4G are still forthcoming, though we ...",Engadget (blog),"Jul 22, 2010"
40,Ars reviews the Motorola Droid X,"Although the Android-based device has much in common with HTC's recently launched EVO 4G, the Droid X succeeds where the EVO fell ...",Ars Technica,"Jul 21, 2010"
40,Brand Bite: Going Squirrely Edition,Attack of the promo: G4 becomes 4G starting Monday to promote Sprint. Jennifer Aniston's latest drama: the story of how her debut fragrance ...,brandchannel.com,"Jul 23, 2010"
41,"Sprint, Clearwire launch 4G wireless Internet in Grand Rapids that ...",The 4G connection delivers at speeds comparable to home DSL Internet service and roughly four times faster than other wireless connections ...,MLive.com,"Aug 2, 2010"
41,Clearwire's $9.95 a month access to 4G wireless Internet connection ...,"Sprint and Clearwire are offering a variety of packages for their WiMax 4G wireless service that went live Monday, starting at $30 a month for ...",MLive.com,"Aug 3, 2010"
41,iPhone 4 vs. Samsung Galaxy S (Captivate) vs. Evo 4G,"With the arrival of a new messiah phone from Cupertino (Apple iPhone 4, $200 on AT&T), the very first 4G phone in the U.S. (HTC Evo 4G, ...",Digitaltrends.com,"Aug 2, 2010"
41,Android 2.2 on the Evo 4G,"At long last, the Sprint Evo 4G is getting Android 2.2 -- nicknamed Froyo. It's the second U.S. phone to get it -- behind the Google Nexus One ...",Android Central (blog),"Jul 30, 2010"
41,MetroPCS to skip 3G with LTE rollout?,"According to company filings and industry experts, MetroPCS' move to 4G probably won't carry many of the attributes--super-fast speeds and ...",FierceWireless,"Aug 3, 2010"
41,Nikon AF-S Nikkor 16-35mm f/4G ED VR Review,"When the Nikon AF-S Nikkor 16-35mm f/4G ED VR lens was announced earlier this year, we hailed it as an important milestone for Nikon, for at ...",PhotographyBLOG (blog),"Aug 4, 2010"
41,[Updated: Watch Out!] On-Phone One Click Root Available For ...,I just wrote this up. Thanks to jcase for the information and his root for eris: http://forum.xda-developers.com/showthread.php?t=742228.,Android Police (blog),"Aug 5, 2010"
41,"OQO is Back With Model03 UMPC, 3G, Windows 7","If the power of a mobile smartphone operating system is not enough for you, OQO, which had closed its doors several years ago, is now back ...",pocketnow.com,"Aug 3, 2010"
41,Unboxing Verizon's Certified Pre-Owned (CPO) Refurbished Phone ...,"first step is to upgrade a 4G device.If you are not eligible for upgrade, you can purchase a 4G LTE CPO phone with a contract reset, at a ...",PhoneNews.com,"Aug 5, 2010"
41,Man arrested on four charges,"Ryan Gresham, delivery controlled substance 1G to 4G, $1,000 bond. Milton McComas, 45, of Cleburne, delivery of controlled substance 1G to ...",Cleburne Times-Review,"Aug 3, 2010"
42,Sprint Epic 4G Review: The Best 4G Phone,"Sprint's Epic 4G is a really good phone for people who want features—be it 4G, a slide-out keyboard or a bright Super AMOLED screen—and ...",The Business Insider,"Aug 16, 2010"
42,Samsung Epic 4G set for late summer launch,"Samsung Epic 4G is a kind of successor to the HTC EVO 4G, the first smartphone to use Sprint's 4G network. The Epic 4G will ship at the end of ...",Christian Science Monitor,"Aug 16, 2010"
42,Vodafone Mobile WiFi R201 Review,"Basically, rather than a one-modem-per-device strategy, a mobile hotspot allows you to take a single 3G (or 4G) connection and share it out via ...",SlashGear (blog),"Aug 16, 2010"
42,Dual Antennas Would Boost Cell-Phone Signals,"The recent furor over the iPhone 4's antenna has made consumers aware of the constraints designers face when trying to build sleek, compact ...",MIT Technology Review (blog),"Aug 12, 2010"
42,Report: Sprint's merger with Nextel ranked among least successful,"Although Sprint Nextel (NYSE:S) continues to improve its metrics following years of subscriber defections, the merger between Sprint and ...",FierceWireless,"Aug 16, 2010"
42,Deaf Students Test Sign Language on Smartphones,"For most people, video chat on cellphones is a fun application. But for some users, video chat could make a huge difference to their quality of ...",Wired (blog),"Aug 17, 2010"
42,"LightSquared, Inmarsat activate L-Band spectrum re-banding ...",... to both parties and provides it with enhanced operational flexibility for deployment of its 4G LTE integrated terrestrial and satellite network.,TeleGeography,"Aug 19, 2010"
42,BlackBerry Torch Review,"... but hardly comparable to the mobile hotspot capabilities of the Droid X from Verizon, or 4G hotspotting on the EVO and the upcoming Galaxy ...",Digitaltrends.com,"Aug 13, 2010"
42,Infinity Remote Control Design,"The remote is designed with 4G capabilities, and is powered by lithium polymer batteries, giving it a longer lifespan than many other remote ...",Walyou (blog),"Aug 18, 2010"
42,"Woopra there it is, an iPhone app for real-time web tracking and ...","According to the developers the app has been “tested across 3G, 3GS, 4G and iPod Touch devices and it seems to be performing well; ...",The Next Web,"Aug 22, 2010"
43,"Clearwire's Rover service goes live, offers $5/day 4G service","Looks like the prepaid wireless data market is starting to heat up: Clearwire just launched its Rover service, which offers 4G wireless data for as ...",Engadget (blog),"Aug 30, 2010"
43,"Intel gobbles up Infineon's mobile unit in $1.4 billion deal, looks to ...",The acquisition expands Intel's current Wi-Fi and 4G WiMAX offerings to include Infineon's 3G capabilities and supports Intel's plans to ...,Engadget (blog),"Aug 30, 2010"
43,Samsung Epic 4G vs. HTC EVO 4G,"The first 4G phone in the United States finally has some competition. On August 31, Samsung's Epic 4G arrives on Sprint, ending the EVO 4G's ...",Digitaltrends.com,"Aug 27, 2010"
43,Apple Intros the 4G iPod shuffle with Clickable Buttons and VoiceOver,"Not only did Apple not scrub the shuffle line of iPods, the company introduced yet another generation of iPod shuffles at yesterday's media ...",Softpedia,"Sep 2, 2010"
43,"Samsung's B+ Mentality: Find a Successful Product, Copy It ...","Samsung's Epic 4G, which followed a few months later, was the second 4G phone in America. It too had top-of-the-line internals and a custom ...",Fast Company,"Sep 3, 2010"
43,5 smart choices in smart phones,"The Evo is the only 4G mobile device in the roundup, and the difference between that and the 3G of the other devices is significant – we're ...",GCN.com,"Sep 1, 2010"
43,Why Private Equity is Chasing the next Satellite Dream,"This move gives the Falcone 4G wireless plan a huge lift to build out America's first, wholesale only, national 4G network with 40 megahertz of ...",Forbes Digital Download (blog),"Aug 31, 2010"
43,"Geek Trend: The iPhone Coffee Table, Evolution of a Species","The iPhone 3G table was itself was inspired by an older iPod 4G coffee table, this one created by Ashley Burrows from MDF, pine, perspex and about 30 hours ...",Cult of Mac (blog),"Sep 3, 2010"
43,Samsung Fascinate review,"By now you've probably seen the reviews of the other Galaxy S phones -- the Epic 4G, Captivate, or Vibrant -- or at least gotten an idea of what ...",Engadget (blog),"Sep 7, 2010"
43,Reality Check: The impact of 3G in emerging markets: The economic ...,"Despite the incredible recent growth of mobile subscribers and the developing demand for 4G, the market potential for 3G remains enormous, ...",RCR Wireless,"Sep 7, 2010"
44,Samsung Craft is MetroPCS' First 4G LTE Phone,"What a shame that the first LTE 4G phone is a bog-standard Samsung. It has a tiny AMOLED screen, runs on the TouchWiz OS, and that ...",Gizmodo.com,"Sep 21, 2010"
44,Happy 4G Hunting: Verizon to Take On Clearwire for #1 Market - the ...,"Congratulations Clearwire (CLWR) for “successfully” deploying a WiMAX network in New York [City]. The first “4G” network in NYC is theirs, but ...",Seeking Alpha,"Sep 18, 2010"
44,HTC Desire HD hands-on [Video],"Built around a huge WVGA display – the same as US users have been enjoying up until now in the shape of the EVO 4G – it's a solid, hefty ...",SlashGear (blog),"Sep 15, 2010"
44,T-Mobile G2: US gets HTC Desire Z early?,"... smartphone specifically designed for T-Mobile's new HSPA+ network2, which means super speedy downloads using the US' 4G network.",TechRadar UK,"Sep 9, 2010"
44,"Why I am NOT buying MTN (and yes, I qualify)","If you don't have one yet, it is likely that your next upgrade/purchase will be a smartphone...and your upgrade after that will be 4G compatible.",News24,"Sep 15, 2010"
44,Inventor Claims Google Violating Patent With Android Location ...,"A range of mapping tools has helped Google's mobile operating system, Android, gain a reputation for hosting smart, useful location based ...",Forbes Digital Download (blog),"Sep 14, 2010"
44,Broadband Gets Global Marketing Campaign,"On the list of world development goals, broadband, a.k.a. access to high-speed Internet, generally ranks below public health, poverty.",Forbes (blog),"Sep 20, 2010"
44,Ex-Palm Designer Peter Skillman Talks Palm Past And Nokia Future,"From smartphones to tablets, Wi-Fi to 3G/4G: I cover telecom & mobile. This article is more than 2 years old. Share to facebook; Share to twitter",Forbes (blog),"Sep 18, 2010"
44,Where Was Android In Microsoft's iPhone Funeral Procession ...,"... Microsoft employee “Carl J,” who captured the whole event and put the pictures on his Flickr page. His camera? An EVO 4G running Android.",TechCrunch,"Sep 10, 2010"
44,Designing a Broadband Wireless Network: Overview and Channel ...,"... in the GSM evolutionary path beyond 3G technology, and it is strongly positioned to be the dominant global standard for 4G cellular networks.",informIT,"Sep 21, 2010"
45,How WiMax Can Solve Your Company's Internet Access Problems,"Now, there's a new contestant in the Internet connection space, 4G WiMax. WiMax is like Wi-Fi on overdrive. It has a greater distance of ...",The Business Insider,"Sep 28, 2010"
45,Top 10 Best WiMax-Covered Cities,"While 4G Internet is still far-off from rivaling 3G network coverage, here's ... as ""Clear"") launched its first 4G wireless WiMax service in Baltimore.",The Business Insider,"Sep 30, 2010"
45,Toshiba Portege R705-P35 4G WiMAX-ready Laptop,"Toshiba announced the 4G WiMAX-ready Portege R705 laptop. With a 13.3-inch diagonal widescreen display, the laptop has a starting weight ...",eCoustics.com (press release),"Sep 24, 2010"
45,"AT&T's new USB modems include HSPA+, LTE-upgradeable, and ...","(1) Limited 4G availability planned in select markets beginning 2011. .... We offer 2G, 3G and 4G wireless modems, routers and gateways as ...",Engadget,"Oct 5, 2010"
45,BlackBerry PlayBook specs released. But how much does it cost?,"According to RIM, the first iteration of the PlayBook will not include 3G or 4G support, although the company ""intends"" to offer that functionality ...",Christian Science Monitor,"Sep 28, 2010"
45,T-Mobile To Offer Reception In New York City Subway Stations,"According to BusinessWeek, T-Mobile USA and AT&T Mobility customers will soon be the first to get cellular reception in New York City subway ...",TmoNews,"Oct 2, 2010"
45,Front-Facing Camera Hacked Into T-Mobile Vibrant,"The disparity between features in the SGS line has certainly caused some frustration with users; two have a flash, one has a keyboard and 4G, ...",Android Police,"Sep 30, 2010"
45,Wolverton: A look at three new Android cell phones,"I've been testing some of the latest — Samsung's Epic 4G, Motorola's Droid 2 and Motorola's Charm. All share the same basic Android OS and ...",San Jose Mercury News,"Oct 3, 2010"
45,"Mini Cell Phone Towers, Big Impact on the Future of Mobile Apps","... her favorite gadget because, she said, it could pick up 3G and even 4G (where available) signals in her car, turning it into a mobile network.",Scientific American,"Sep 23, 2010"
45,'Ten Years' Apple Infographic: Moore's Law At Its Best,"What's the difference between the high-end iMac desktop computer of 2000 and the iPhone 4G of 2010? A few pixels, �1000, and a lot of ...",Singularity Hub,"Sep 28, 2010"
46,Winners In The New 4G Wireless Economy,The rollout of LTE or 4G will be a shot in the arm for most wireless vendors. Wireless continues to be a bright spot in this economy and the ...,Forbes (blog),"Oct 12, 2010"
46,Apple Will Take A Pass On 4G Networks For The iPhone In 2011 ...,"4G (not to be confused with iPhone 4) refers to the fourth generation of cellular standards, and both Verizon and AT&T have publicly released ...",TechCrunch,"Oct 11, 2010"
46,How to Turn Your iPod touch into an iPhone: 4G Edition,"The latest iPhone and iPod touch are nearly identical devices, ignoring the pesky reality that the latter isn't a phone. We can fix that. Here's how ...",Lifehacker,"Oct 18, 2010"
46,Sprint offer 3G/4G-enabled Dell Inspiron Mini 10 and Inspiron 11z,"Sprint has obviously decided that when you have a 4G network it makes sense to leverage it, and so the company has outed its latest range of ...",SlashGear,"Oct 19, 2010"
46,Motorola and Nokia Sign 4G Licensing Agreement,"According to the duo, the new agreement is based on the previous deals they had in the telecoms area, and includes 4G cellular technologies ...",Softpedia,"Oct 16, 2010"
46,Analysts Divided Over Clearwire Spectrum Sale,"A sale to T-Mobile, in particular, could alter the market by “[enabling] another competitor in the 4G space,” he writes. There is more consensus if ...",Forbes (blog),"Oct 13, 2010"
46,Samsung Epic 4G Gamepad Mod is…well… Epic!,"It takes a lotta balls and/or a lot of time to be comfortable hacking your expensive and sometimes rare devices, making them what you hope for ...",Android Community,"Oct 19, 2010"
46,Unofficial Asus Eee PC 701 Special Edition features a custom ...,What makes this Eee PC 4G stand out is the custom keyboard layout which features a combination of black and white keys — making it easier ...,Liliputing,"Oct 14, 2010"
46,5 workhorse workstations built for the tough jobs,"We asked for a bare minimum of a high-range quad-core processor, 4G of memory, a strong midrange graphics card, at least one 500G hard ...",GCN.com,"Oct 14, 2010"
46,BlackBerry Storm 3 not dead after all? Three models tipped ...,... while they also tip a second-gen PlayBook 2 – with two screen sizes and in 3G and 4G forms – due for release in the second half of the year.,SlashGear,"Oct 14, 2010"
47,T-Mobile 4G Vs. iPhone 4 Advertisement – It's on,"Now we know the T-Mobile network is wicked fast, and “America's Largest,” and with the new T-Mobile myTouch 4G the phone and network ...",Android Community,"Nov 2, 2010"
47,E-Mail's Carbon Footprint,"... 13 had onerous attachments. Which brought my e-mail calculations to this: 118 ""proper e-mails"" sans attachments X 4g CO2e = 472 g CO2e.",Forbes,"Oct 25, 2010"
47,Redsn0w 0.9.6b2 Jailbreaks all Apple Devices on iOS 4.1; gives ...,"... 0.9.6b2, which can jailbreak iOS 4.1 on the iPhone 4/3GS/3G, iPad (on iOS 3.2.2) and iPod touch 4G / 3G / 2G (Non MC Model only).",WCCFtech,"Nov 1, 2010"
47,US Army sees video to troop cell phones in 2 years,But technology developments and rapid advances in encryption software mean smaller-scale self-contained 4G networks could also be an ...,Reuters,"Oct 26, 2010"
47,Chinese Telecom Giant in Push for US Market,"This fall, the American Internet communications firm Clearwire will begin testing a system based on Huawei's 4G, or fourth-generation, network ...",New York Times,"Oct 25, 2010"
47,Improving Thick AlN Layers Deposited via Hydride Vapor-Phase ...,"... Electronic Mobility Transistors (HEMTs), which are intended to be used in highpower compact energy-efficient transmission amplifiers for 4G ...",AZoNano.com,"Oct 27, 2010"
47,PatientSafe bets on iPod touch as healthcare's all-in-one,"""Their idea is simple - leverage the iPod Touch 4G form factor and the iOS 4 SDK to create an all in one mobile device for healthcare.",mobihealthnews,"Oct 27, 2010"
47,T-Mobile G2 Unboxing and Hands-on,"It's the T-Mobile G2, that wonderful slab of silver boasting 4G speeds, a Qualcomm Snapdragon MSM7230 processor, Android 2.2 Froyo, and a ...",Android Community,"Oct 29, 2010"
47,The Truth: Why iPhone Users Will Ditch AT&T and Run to Verizon,"This confluence of reasons—the general delay of 4G, coupled with Apple's plans to support a dual mode GSM/CDMA iPhone—will hurt AT&T.",TechCrunch,"Oct 25, 2010"
47,"Sprint, Verizon, WiFi-Only Versions Of The Samsung Galaxy Tab ...",Well it looks like Sprint's announcement earlier today wasn't the only piece of news headed the 7-inch slate of glory's way; Pocketables has ...,Android Police,"Oct 26, 2010"
48,The Dirty Secret of Today's 4G: It's Not 4G,"T-Mobile claims the largest ""4G"" network in the country. Verizon's launching its ""4G"" LTE network later this year. And Sprint loves talking about ...",Gizmodo.com,"Nov 5, 2010"
48,The Future of 4G Technologies: New Opportunities and Changing ...,The Future of 4G Technologies: New Opportunities and Changing Business Models for the Emergence of LTE and WiMAX ...,PR Newswire (press release),"Nov 8, 2010"
48,Review: Clear 4G+ Mobile USB (Series S),And you almost certainly don't have 4G — the very new broadband standard which as a practical matter is every bit as good as the Wi-Fi to ...,Wired News,"Nov 15, 2010"
48,What Does 4G Mean for Gaming?,"In reality, 4G more generally refers to any evolutionary networking technology, which can include a wide range of standards. Currently Sprint ...",IGN,"Nov 15, 2010"
48,T-Mobile myTouch 4G review,"Coming hot on the heels of the ultra-impressive G2, T-Mobile has returned to its myTouch series with the myTouch 4G. While the G2 is the ...",Engadget,"Nov 5, 2010"
48,Whether to Tether: What You Should Know About Phone-to-Laptop ...,"Pumping your smartphone's 3G/4G data into your laptop, or ""tethering,"" seems like a convenient and money-saving productivity hack.",Lifehacker,"Nov 16, 2010"
48,HTC Merge Android Smartphone May Be Delayed for LTE Support,"If true, the delay could push the Merge from shipping this holiday season to early 2011 when Verizon Wireless will unveil support for 4G LTE ...",Gotta Be Mobile,"Nov 10, 2010"
48,"Burning Questions: Just who is T-Mobile's stylish new 4G girl, and ...",PC ads by casting the iPhone and the AT&T network as a haggard pair of piggybacking fellows and the T-Mobile myTouch 4G as a comely lass ...,Los Angeles Times (blog),"Nov 16, 2010"
48,Sound Advice: Welcoming a new West Seattle Blog sponsor!,"We will have 4G launch shortly — that will allow us to have wireless data speeds of 10 to 12 mps, which is faster than most cable modems.",West Seattle Blog (blog),"Nov 5, 2010"
48,New Sprint Retail Store Opens in Perimeter Center West,“The new Perimeter location provides the full array of products and services including Sprint 4G for new customers as well as the ability to ...,Business Wire (press release),"Nov 16, 2010"
49,"For $55, What Kind of LTE Experience Does MetroPCS Deliver?","For $55 a month, MetroPCS offers unlimited voice, messaging and 4G web access; an additional $5.00 per month adds unlimited 4G video on ...",GigaOm,"Nov 26, 2010"
49,CLEAR 4G WiMax Review (Clearwire),"When Clearwire finally launched 4G WiMax in several cities around the country, we were jealous and couldn't wait till WiMax showed up on our ...",Chip Chick,"Nov 25, 2010"
49,Who's Going to Win the LTE Race?,"... of wireless companies worldwide which have deployed 4G networks — Metro PCS, Japan's NTT DoCoMo, Sweden's TeliaSonera and Tele2.",GigaOm,"Nov 24, 2010"
49,Vodafone Beats Deutsche Telekom to LTE Launch,"Vodafone Germany 's commercial Long Term Evolution (LTE) service launch is set for just two days away on December 1, which will make the ...",Light Reading,"Nov 29, 2010"
49,"Verizon Airs 4G LTE Commercial, Claims It's the Most Advanced 4G ...",The 4G war is officially upon us. It's time for carriers to claim they're the best in any way they can. We saw Sprint declare they are the only “True” ...,Android Community,"Nov 21, 2010"
49,5 Best Smartphones With Physical Keyboards,"T-Mobile's G2 was T-Mobile's first device to support their 4G HSPA+ network and it's also, arguably, their best smartphone. And guess what?",The Next Web,"Nov 21, 2010"
49,"How I Met Your Mother: ""Blitzgiving""","... all the butter and sliding Lily down the hallway of the apartment building, the gang manages the apparently impressive fact of reaching 4G.",A.V. Club (satire),"Nov 22, 2010"
49,Cox Launches Consumer-Friendly Wireless,"Indeed, back in January when the traditional carriers were still semi-mysterious about 4G network plans, Cox had successfully delivered both a ...",GigaOm,"Nov 19, 2010"
49,Happy Thanksgiving From TmoNews,"This is without a doubt my most favorite time of the year, even though I no longer get to enjoy anything resembling a winter wonderland.",TmoNews,"Nov 25, 2010"
49,Hi-tech RV for Christmas shows,"Telecoms provider Digicel has put the show on the road. The company, which recently launched its 4G Broadband, has unveiled its ...",Jamaica Gleaner,"Nov 21, 2010"
51,Verizon LTE SIM-lock potential could dampen 4G fun,"Verizon's LTE smartphones may not have the same SIM flexibility as many GSM handset users are familiar with, according to SIM specialist ...",SlashGear,"Dec 21, 2010"
51,"HTC EVO 4G - 4G vs 3G, A Tale of The Tape",Sprint's marketing campaigns over the past few months have focused on the fact that the carrier was the first to launch a 4G network in the U.S. ...,Hot Hardware,"Dec 21, 2010"
51,"Mi Casa Verde Vera review: Home automation, simplified","Just look at smartphones, for example, that now ship standard with 3G (and even 4G) data, 802.11n WiFi, Bluetooth, and GPS radios in addition ...",Engadget,"Dec 17, 2010"
51,Gameloft Giving Away Hero Of Sparta For Android For Free Today ...,The game started fine on my EVO 4G and required another 66MB of data to be downloaded (I recommend you enable Wi-Fi before starting it).,Android Police,"Dec 22, 2010"
51,Best Gadgets of 2010,"4G was just beginning to peek its head around the corner at the turn of the new year, but summer brought us the very first 4G phone in the ...",Digitaltrends.com,"Dec 27, 2010"
51,Modder's Column: How To Remap Your Android Phone's Hardware ...,... Search key and want to turn it into the camera key your EVO 4G has always wanted... or maybe you just enjoy tinkering with your phone.,Android Police,"Dec 20, 2010"
51,Phonofone III Ceramic Amplifier For iPhone,"The basic features of the Phonofone III comprise its compatibility with the iPhone Gen1, 3G, 3GS and 4G. PHONOFONE III Ceramic Amplifier.",Walyou (blog),"Dec 23, 2010"
51,"Spotify For iOS, Mac OS X And Windows Gets Updated","... comes with a range of new features including a faster start up of the app, plus support for Retina graphics for the iPhone 4 and iPod 4G.",Geeky gadgets,"Dec 16, 2010"
51,Surprise! First Dual-Core Smartphone Arrives Early,"As powerful as smartphones have become this year, none have had a multi-core processor under the hood. At least not until now: LG has ...",GigaOm,"Dec 16, 2010"
51,10 Social Media Trends for 2011,The Move to Higher Bandwidth (4G): Say goodbye to 3G. The use of higher bandwidth will not only be a necessity but a demand from busy ...,Entrepreneur,"Dec 20, 2010"
52,Consumers Not Quite Clear on What 4G Means,"With 4G now a battle cry taken up by all the major U.S. wireless carriers, it's not surprising that consumers are generally aware of the term.",GigaOm,"Jan 6, 2011"
52,MetroPCS 4G Data-Blocking Plans May Violate Net Neutrality,"MetroPCS, the nation's fifth largest mobile carrier, announced earlier this week it was offering new pay-as-you-go mobile data plans for its 4G ...",Wired News (blog),"Jan 7, 2011"
52,The Latest Way The Phone Company Is Lying To You: By Calling A ...,"Specifically, AT&T joined T-Mobile yesterday as the latest to re-label its current 3G network as ""4G."" The idea is to make it look like AT&T and ...",The Business Insider,"Jan 6, 2011"
52,Sprint 3G / 4G MiFi hands-on,"We sat down for a few moments of quiet introspection today with Sprint's recently-announced 3G / 4G MiFi, and while it's definitely a touch ...",Engadget,"Jan 5, 2011"
52,Samsung's Infuse 4G: A Spectacular Google Android Phone,"""Holy shit."" It's not what usually comes to mind when I touch a new phone. But Samsung's Infuse 4G is spectacular. Ridiculously good 4.5-inch ...",Gizmodo.com,"Jan 6, 2011"
52,Sprint unveils HTC Evo Shift 4G and MiFi 3G/4G Hotspot,"Mobile operator Sprint is jumping into 2011 with two new 4G/WiMax devices, the HTC EVO Shift 4G and the MiFi 3G/4G Mobile Hotspot.",Digitaltrends.com,"Jan 4, 2011"
52,LG and Verizon team on 4G LTE modules for connected devices,"LG has announced a partnership with Verizon for LTE 4G modules, with the LG WM300 LTE module and LG L2000 modem chip both headed ...",SlashGear,"Jan 5, 2011"
52,T-Mobile & Dell Officially Announce Dell Streak 7: First T-Mobile 4G ...,Looks like T-Mobile's not planning on resting on its laurels in the 4G tablet wars: they've just officially announced the Dell Streak 7 will be ...,Android Police,"Jan 6, 2011"
52,What's the Difference Between the AT&T and Verizon iPhone?,The Verizon iPhone is compatible with the 3G EV-DO standard (not 4G LTE despite the carrier's huge launch of 4G-compatible devices at CES) ...,Technologizer,"Jan 11, 2011"
52,"A complete guide to the Motorola Atrix, a phone + laptop","The Atrix is really two devices: It's a high-end dual-core 4G Android phone, and it's a laptop computer. By snapping the phone into the back of a ...",Digitaltrends.com,"Jan 8, 2011"
53,"What is 4G broadband, and do any wireless carriers really have it?",What constitutes 4G mobile broadband? The four major U.S. mobile carriers all claim to have superior fourth generation technology for their ...,GCN.com,"Jan 13, 2011"
53,"2G, 3G, 4G, and everything in between: an Engadget wireless primer","First things first: ""G"" stands for ""generation,"" so when you hear someone refer to a ""4G network,"" that means they're talking about a wireless ...",Engadget,"Jan 17, 2011"
53,Review: Sprint Sprint HTC EVO Shift,Such juvenile pranks are made all the more easy with the slide-out keyboard built into the new EVO Shift 4G mobile phone that was made ...,Wired News,"Jan 13, 2011"
53,Official: T-Mobile Announces the Samsung Galaxy S 4G,"Samsung and T-Mobile have gone ahead and made their first 4G Android handset official, and, no, it won't be called the Vibrant 4G or even ...",Phandroid.com,"Jan 20, 2011"
53,"Accused of Violating Net Neutrality, MetroPCS Sues FCC","The company, which specializes in pay-as-you-go plans, does both with its new 4G plans that block streaming video except for YouTube.",Wired News (blog),"Jan 25, 2011"
53,Saying no to smartphones: most mobile users will buy new 'dumb ...,"This month, I traded my 2-year-old ""1G"" Samsung Rant in for an Android 2.2 HTC EVO Shift 4G on Sprint. I am (mostly) loving it (more on that ...",NetworkWorld.com,"Jan 24, 2011"
53,SideKick Rumors Popping Back Up – Now With 4G,But according to reports received by TmoNews – from a bunch of people who attended a town hall meeting – there is a SideKick 4G. It'll don ...,Phandroid.com,"Jan 20, 2011"
53,Five High-Tech Business Trends,"Wireless-cellular carriers such as AT&T, Verizon, Sprint and T-Mobile are all embracing the high-speed 4G Internet bandwagon. Expect each to ...",Entrepreneur,"Jan 24, 2011"
