.id,headline,description,source,date
120,T-Mobile Sonic 2.0 Mobile Hotspot LTE,"... speeds were comparable, which is impressive considering you typically bleed off up to 20 percent of your speed when converting from 4G to ...",PC Magazine,12 Aug 2013
120,ITC bans older Samsung phones for infringing Apple patents,"The devices that are known to violate these patents include the Galaxy S 4G, Fascinate, Captivate, Galaxy Tab, and Galaxy Tab 10.1, as well as ...",The Verge,9 Aug 2013
120,Nokia Lumia 625 review: Value for money with a twist,Sporting the same vibrant colour schemes as the rest of the Lumia family - plus specs including 4G connectivity and a decent 4.7-inch screen ...,Digital Spy,19 Aug 2013
121,The best UK LTE: which carrier is right for you?,"Perhaps unsurprisingly, given the long lead the company has enjoyed in LTE, EE has charged a lot for access to its 4G network. If you were to ...",The Verge,29 Aug 2013
121,"Huawei, ZTE win bulk of China Mobile's $3 billion 4G bonanza ...","SINGAPORE (Reuters) - China Mobile Ltd has awarded initial 4G contracts worth around 20 billion yuan ($3.2 billion), with Chinese firms ...",Reuters,22 Aug 2013
121,O2 to offer Samsung Galaxy Tab 3 4G models,UK MOBILE OPERATOR O2 has revealed that it will offer Samsung's Galaxy Tab 3 10.1 and 8.0 tablets on its 4G LTE network. O2 has added ...,Inquirer,2 Sep 2013
121,Samsung Galaxy S4 Zoom gets 4G version for even faster photo ...,"The presence of 4G tech will make uploading photos, backing them up in the cloud and the process downloading photo sharing and editing ...",TechRadar UK,31 Aug 2013
121,The 6 Best Mobile Hotspots,"We like the fluid, easy to use touch screen and the fast 4G LTE speed. Travelers will be happy to note that the Liberate also works in over 200 ...",Mashable,28 Aug 2013
121,Vodafone pulls off one of biggest deals in corporate history with ...,"... to return to shareholders and UK investors, with cash injection for 4G ... to accelerate the rollout of superfast 4G broadband services across ...",The Guardian,3 Sep 2013
121,Imo adds video call over WiFi and cellular to Android and iOS apps,"It'll work over WiFi and cellular (3G / 4G) regardless of the messenger service, so long as the person you're calling is also logged into Imo.",Engadget,27 Aug 2013
121,Interoperability Testing Is Critical for LTE Success,"Whereas a 2G/3G smartphone required interoperability testing between GSM, GPRS, EDGE, and HSPA+, a 4G smartphone requires additional ...",EE Times,26 Aug 2013
121,British Carrier EE Updates App for iOS with New Interface ...,"Just as O2 and Vodafone launch their 4G LTE services in the UK, Everything Everywhere (EE) has released an update to its iOS app, bringing ...",Mac Rumors,29 Aug 2013
121,"Huawei claims to be developing 5G networks, expects to launch ...","... the company plans to launch said networks commercially in 2020, stating that it would be able to offer speeds up to 100 times faster than 4G.",SlashGear,29 Aug 2013
122,Three announces superfast 4G rollout plans for 47 UK cities,"The UK's smallest mobile phone operator Three has become the last to announce the launch of superfast 4G services, saying it will offer them ...",The Guardian,13 Sep 2013
122,Orange 4G Covers Paris,"Orange is now offering 4G coverage for all of Paris and 37 other towns in the Paris area. By end September, Orange 4G will cover 70 ...",Converge Network Digest,9 Sep 2013
122,Prepaid carrier Straight Talk now offers LTE service to those with ...,"... between Walmart and Tracfone, is now allowing users who bring smartphones capable with AT&T's LTE network to use the 4G data service.",The Verge,13 Sep 2013
122,"NSA has cracked encryption protecting your bank account, Gmail ...",... NSA and U.K. counterpart GCHQ have also compromised virtual private networks (VPNs) and encryption used to protect 4G wireless signals.,Digital Trends,6 Sep 2013
122,Vodafone UK offering 4GB of bonus data on 4G-ready plans,"Gearing up for the expansion of its 4G LTE network in late September, Vodafone UK is offering new plans in a promotion it is calling ""4G Bonus"" ...",Android Central,9 Sep 2013
122,Reliance Jio in pact with KMC for 4G network,"Reliance Jio officials had earlier stated that the company was planning to roll out 4G services in Kolkata, Mumbai, Delhi and Jamnagar by ...",Hindu Business Line,10 Sep 2013
122,AT&T Unite,"That lone buck (plus usage fees) gets you fast 4G LTE data speeds for up to 10 devices. Its Wi-Fi range is limited, and it can't match the ...",PC Magazine,13 Sep 2013
122,"China Mobile already has 42 million iPhone users, without a deal ...","It is almost certain that once China issues its 4G license for the country's operators, likely to be in November, Apple will launch its iPhones on ...",The Next Web,16 Sep 2013
122,Nokia Lumia 625 review,"But the real reason it exists has nothing to do with the display size; it's all about the 4G radio hiding away inside. Does LTE, plus a big screen ...",Engadget,9 Sep 2013
122,"Sony Xperia Z1 price, release date and where to buy","The Sony Xperia Z1 also features 16GB of internal storage expandable via microSD card, NFC, 4G LTE support and a 3,000mAh battery.",Inquirer,5 Sep 2013
123,"Batelco, Zain, Viva awarded additional 4G spectrum licences",Bahrain's Telecommunications Regulatory Authority (TRA) announced yesterday that it has awarded new frequency licences in the ...,TeleGeography,20 Sep 2013
123,Apple's iPhone 5S and 5C handsets can now access O2's 4G network,"BUBBLY MOBILE OPERATOR O2's 4G network is now available on the iPhone 5S and iPhone 5C handsets, despite speculation that it might ...",Inquirer,1 Oct 2013
123,"4G cars are coming, but we won't have much choice in how we ...","4G cars are making their way to the U.S., starting first with the Audi A3 and eventually a whole fleet of GM(s gm) vehicles. Embedded LTE could ...",GigaOM,28 Sep 2013
123,Mapping out the world's LTE coverage (It's in fewer places than you ...,"You would think that after three years of non-stop LTE rollouts a good hunk of the globe would now fall under the 4G umbrella. Well, think again ...",GigaOM,20 Sep 2013
123,"Verizon's new 4G LTE router has a landline jack, offers a peek at the ...","Verizon has a new 4G LTE home internet router that includes voice, and it's meant to replace your home phone line and cable internet ...",Engadget,25 Sep 2013
123,BlackBerry Z30 Confirmed for Verizon's 4G LTE Network,BlackBerry's Z30 is “coming soon” to Verizon's 4G LTE network. The U.S. carrier announced the news yesterday on Twitter shortly after the ...,TechnoBuffalo,19 Sep 2013
123,The Real Price of Wireless Data,"In their plan, if you go over your allocation, they continue serving you traffic but at a substantially reduced speed, moving you from a 4G LTE ...",Forbes,23 Sep 2013
123,Casio G'zOne Commando 4G LTE Review,The Casio G'zOne Commando 4G LTE is built to be a rugged smartphone with modern features. Consumers have to make some sacrifices to ...,Technology Guide,21 Sep 2013
123,"SoftBank unveils 4G LTE-compatible smartphones for winter, spring ...",Japense carrier Softbank has just announced three new Android smartphones that will make up its 4G LTE line for the rest of the year until early ...,Android Community,30 Sep 2013
123,LG aims Rs 200-cr revenue from 4G smartphones by 2014,Korean technology major LG expects to garner revenue of up to Rs 200 crore by 2014 from its 4G ready smartphones LG G2 that it launched ...,Hindu Business Line,30 Sep 2013
124,Mobile Value-added Services (VAS) in 4G: Market Analysis and ...,Bharat Book Bureau presents Mobile Value-added Services (VAS) in 4G: Market Analysis and Forecasts for LTE-based VAS 2013 - 2018 - In ...,PR Newswire (press release),15 Oct 2013
124,Navy's 4G LTE network signals new era in ship-to-ship ...,"In an effort to increase bandwidth and expand secure intra-fleet communications on the high seas, the Navy set up a two-ship sea trial to ...",GCN.com,9 Oct 2013
124,Verizon starts deploying LTE in its AWS spectrum,"""Verizon Wireless has begun activating 4G LTE service on its AWS spectrum in many of our major markets across the US. A limited number of ...",FierceWireless,15 Oct 2013
124,MegaFon completes Yota buyout,"... of Maxiten, a holding company which controls 4G operator Scartel/Yota, from MegaFon's largest shareholder, Garsdale Services Investment.",TeleGeography,3 Oct 2013
124,HTC: Android 4.3 coming to EVO 4G LTE by year's end,Considering the HTC EVO 4G LTE was released in mid-2012 we have to applaud HTC for digging deeper than normal. It would be very easy ...,AndroidGuys,7 Oct 2013
124,HTC Desire 601 exclusive to Vodafone,"The budget 4G handset is capable of achieving 100Mbps download speeds on the operator's network, and is available on two-year plans ...",Digital Spy,15 Oct 2013
124,AT&T 4G LTE Speed Tests in Rural America,"This week AT&T turned on their AT&T 4G LTE data network after years of waiting. Big cities in our area enjoyed LTE sooner, but rural North ...",Gotta Be Mobile,12 Oct 2013
124,ADVANCES IN COMMUNICATIONS: New FSO provides reliable 10 ...,"With 4G cellular communications placing increasing demands on backhaul capacity between cell towers, a new free-space optical (FSO) ...",Laser Focus world,14 Oct 2013
124,A few feet from failure: why Verizon FiOS in New York is a sad joke,"After struggling with Time Warner Cable's slow speeds, which had crept to 700k, and then trying a succession of 4G devices, Caprio is finally ...",The Verge,12 Oct 2013
124,T-Mobile announces free global data and texting for Simple Choice ...,"... U.S. T-Mobile revealed tonight that its 4G LTE network is now ""nationwide,"" covering over 200 million people in 233 metro areas (PDF link).",PhoneDog,9 Oct 2013
125,Will 4G replace your home broadband?,"4G is no longer a fantasy. More and more mobile devices are capable of tapping ridiculously quick LTE Internet, for downloads, streaming and ...",The Next Web,29 Oct 2013
125,HP Chromebook 14 (with 4G) review: Solid performance in a plus ...,"Enter the HP Chromebook 14 (4G). The laptop, available now for $349 via Walmart, aims to provide a mix of performance and style while ...",Computerworld (blog),23 Oct 2013
125,ZTE Warp 4G review:,"The Good Available for a low $199 off-contract, the ZTE Warp 4G delivers swift 4G speeds, and is equipped with a feature-packed camera.",CNET,25 Oct 2013
125,China Mobile Stores Putting iPhone Posters Up Early As Company ...,"Neither poster shows a release date, but it's thought the devices could go on sale around the same time China Mobile launched its new 4G ...",Cult of Mac,28 Oct 2013
125,Tesla Now Connects Every Car To Internet Through AT&T Wireless ...,"... collected through AT&T machine-to-machine (M2M) solution, which provides direct connectivity over 3G and 4G connections, but not 4G LTE, ...",Forbes,18 Oct 2013
125,Verizon 4G LTE Now Covers More Than 99% of Its 3G Footprint,"Verizon announced its third quarter earnings for this year, as well as providing an update on where the company is at as far as its 4G LTE ...",Gotta Be Mobile,17 Oct 2013
125,T-Mobile Offering 200MB of Free Monthly Data for All Tablets,"That data will be 4G LTE, T-Mobile insisted, and it will be available for the ... provide 500MB of 4G LTE data or weekly passes with 1GB for $10.",PC Magazine,23 Oct 2013
125,Verizon 4G LTE Broadband Router With Voice (MiFi Home) Review,"Unlike Verizon's other MiFi products made by Novatel Wireless, the new 4G LTE Broadband Router with Voice, also branded as the MiFi Home, ...",Gotta Be Mobile,21 Oct 2013
125,iPad Air & Mini Retina LTE detailed (plus T-Mobile 200MB no-cost ...,"The iPad Air and iPad mini with Retina display will each support fourteen LTE bands, the greatest number of any of Apple's 4G-capable devices ...",SlashGear,22 Oct 2013
125,BlackBerry begins selling SIM-unlocked smartphones online ...,"Since they are SIM-unlocked, Americans can use them on GSM-based 4G LTE and 4G networks in the US (AT&T and T-Mobile) as well as ...",The Next Web,17 Oct 2013
126,3G and 4G: What's the difference?,"On the surface, the difference between 3G and 4G is pretty simple. ... However, that doesn't necessarily mean that a 4G network of one carrier ...",Digital Trends,5 Nov 2013
126,Taiwanese 4G auction winners revealed,"Further details regarding the winning bidders in Taiwan's 4G spectrum have emerged, with Chunghwa Telecom said to have acquired the ...",TeleGeography,31 Oct 2013
126,"3G/4G wireless network latency: How do Verizon, AT&T, Sprint and ...","When Verizon Wireless (NYSE:VZ) began the nation's first major LTE network deployment in 2010, the carrier not surprisingly focused on the speeds that the ...",FierceWireless,5 Nov 2013
126,Embedded M2M Wireless Modules Flexible Across 2G-3G-4G,"With both the snap-in and solder-down options, one design can be leveraged for 2G, 3G and 4G deployments by changing the module installed ...",Electronic Design,6 Nov 2013
126,4G LTE + Cable = 1 BIG Problem,"Cable has a problem with 4G. I'm not talking about spectrum warehousing, wireless strategy, or even OTT and out of home content rights.",WRAL.com,7 Nov 2013
126,The 60-GHz Band Cuts 4G Backhaul Costs,The emerging 4G LTE standard has been designed to provide consumers with access to typical data rates of 30 Mbits/s and peak data rates of ...,Electronic Design,5 Nov 2013
126,Vodafone fails to hit legal minimum for 3G mobile internet coverage,"Evidence gathered by the Guardian from over 1,000 readers shows many are reporting a deterioration since networks began rolling out 4G ...",The Guardian,7 Nov 2013
126,Control Your Data – Turn Off Cellular For Certain Apps [iOS Tips],"Now, when you're strictly on LTE, 4G or 3G, your iOS device won't let those specific apps connect to the cell network and take up all your ...",Cult of Mac,12 Nov 2013
126,Delphi And Verizon Transform Your Car In A 4G LTE Mobile Hotspot,"Delphi Automotive PLC announced the launch of Delphi Connect with 4G LTE Mobile Hotspot, a premium version of its cloud-based ...",Hybrid Cars News,11 Nov 2013
126,"VIPnet, T-HT granted 800MHz leftovers","Last year the same two operators bought two blocks of 2�10MHz in the digital dividend band, suitable for 4G LTE services, and with no other ...",TeleGeography,7 Nov 2013
128,UPDATE 1-China issues 4G network licences to China Mobile ...,"BEIJING, Dec 4 (Reuters) - China has awarded 4G licences to China Mobile Ltd, China Unicom Hong Kong Ltd and China Telecom Corp Ltd in ...",Reuters,4 Dec 2013
128,Israeli firm's 4G chips find a home in Verizon tablet,"US mobile service provider Verizon has chosen Israeli mobile technology company Altair Semiconductors to provide 4G chips for its new tablet, ...",The Times of Israel,6 Dec 2013
128,Qualcomm Introduces Chipset with Integrated 4G LTE World Mode ...,"Qualcomm Technologies, Inc., has introduced the Qualcomm Snapdragon 410 chipset with integrated 4G LTE World Mode. According to ...",GPS World magazine,9 Dec 2013
128,Huawei's 4G deal with Ethiopia could help the government monitor ...,"28 that Chinese telecom equipment maker Huawei Technologies will introduce high-speed 4G network in the capital, Addis Ababa. The roll-out ...",Quartz,29 Nov 2013
128,Renault and Orange collaborate to examine the potential uses of 4G ...,"At this year's edition, Renault and Orange announced a new partnership to examine how 4G/LTE connectivity will revolutionize the automobiles ...",The Rude Baguette,10 Dec 2013
128,"Spectrum battle puts 4G, cable in conflict","In June, Verizon finished the rollout of 4G LTE in the 700 MHz band of spectrum. It is the only wireless carrier using that part of the spectrum.",WRAL.com,3 Dec 2013
128,Apple deal with China Mobile expected on December 18: One more ...,"The Wall Street Journal shared the information from sources familiar with Apple's(s aapl) plans on Thursday, just one day after the 4G licenses ...",GigaOM,5 Dec 2013
128,Motorola Droid Ultra Review: Ultra Thin LTE Smartphone,"The current title-holder is the Motorola Droid Ultra, which is billed as the thinnest 4G LTE smartphone. It measures just 0.28 inches thick and is ...",Hot Hardware,6 Dec 2013
128,The Emerging Technologies Shaping Future 5G Networks,It may seem as if the fourth generation of mobile communications technology has only just hit the airwaves. But so-called 4G technology has ...,MIT Technology Review,10 Dec 2013
128,Verizon brings 4G service to White Mountains,"According to Verizon Wireless representative Jenny Weaver, the company has the largest 4G LTE coverage in the nation and in Arizona.",White Mountain Independent,1 Dec 2013
130,"UK's First-To-LTE Carrier, EE, Passes 2M 4G Subscribers Just 4 ...","It took a long time coming, but LTE/4G in the U.K. is finally achieving some significant momentum — with first-to-the-plate carrier EE announcing ...",TechCrunch,7 Jan 2014
130,GM introduces new mobile device: 4G LTE cars,Having a persistent 4G LTE connection will mean that GM will be able to send frequent software updates to vehicles. It's also a persistent ...,Ars Technica,6 Jan 2014
130,"Explainer: after 4G, why do we need 5G phones?",Mobile phone users in the UK are just beginning to upgrade to the latest in 4G technology. So it is perhaps surprising to learn that the industry ...,The Conversation,2 Jan 2014
130,"What to expect from mobile networks in 2014: The 4G car, LTE ...",2013 was largely a year of entrenchment in the U.S. mobile industry. Carriers expanded their 4G footprints geographically and added new ...,GigaOM,27 Dec 2013
130,"Lenovo launches first 4G LTE smartphone, the Vibe Z",That's all changing now as the company's first 4G LTE smartphone is making its way from China to other markets. The Vibe Z may not be the ...,TechSpot,2 Jan 2014
130,Huawei's huge Ascend Mate 2 4G works as an iPhone charger,"Battery drain is a constant concern for smartphone users, but Huawei is confident in its latest flagship's endurance power. So confident, in fact, ...",The Verge,6 Jan 2014
130,Archos' new Helium 45 and 50 smartphones offer LTE on the cheap,"Denver – January 2, 2014 – ARCHOS, a pioneer in Android™ devices, unveils the ARCHOS Helium 4G range, the first ARCHOS LTE ...",Android Authority,3 Jan 2014
130,Kurio Phone and Kurio 7x 4G LTE tablet added to child-friendly lineup,"Adding to the growing inventory of mobile devices for kids are the Kurio 7x 4G LTE, one of the few kids' tablets with LTE support, and the Kurio ...",Android Community,7 Jan 2014
130,HTC's Butterfly S 4G LTE Is Now Official in Taiwan for TW$21900,HTC unveiled the HTC One 4G LTE in Taiwan not too long ago. Now they've unveiled the Butterfly S 4G LTE in Taiwan. For those that have ...,Android Headlines,Android News
130,"2014 Toyota Tundra, 4G LTE In Cars, Mercedes GLA45 AMG ...","Is Toyota at odds with itself with its huge Tundra pickups? We recently revisited the 2014 Toyota Tundra, in CrewMax form with the TRD ...",The Car Connection,7 Jan 2014
131,Channel tunnel rings in mobile phone services for travellers to France,"... services beneath the Channel, and expect to have the service ready in March. EE is promising 4G by summer 2014, and Vodafone intends to ...",The Guardian,9 Jan 2014
131,"The 2G, 3G and 4G Wireless Network Infrastructure Market: 2014 ...","In 2013, global 2G, 3G and 4G wireless infrastructure revenues stood at $52 Billion. SNS Research estimates that these revenues, from ...",PR Newswire (press release),20 Jan 2014
131,"Slovakia 4G auction raises $224 million, produces new entrant",Slovakia's three existing mobile operators and new entrant Swan have emerged as the winners of new 4G licenses following the conclusion of ...,TelecomEngine,13 Jan 2014
131,"With 4G Coming to Cars, Is Sirius XM in Trouble?","This could spell trouble for Sirius XM (NASDAQ:SIRI), as 4G-enabled vehicles can provide a whole host of services -- including Internet radio.",Motley Fool,19 Jan 2014
131,AT&T 4G LTE Available In La Crosse,"LA CROSSE, Wis., Jan. 22, 2014 /PRNewswire/ -- AT&T* has turned on the nation's most reliable 4G LTE network** in La Crosse, bringing ...",PR Newswire (press release),21 Jan 2014
131,AT&T Unite Pro 4G LTE Mobile Hotspot Review,"AT&T recently released the Unite Pro 4G LTE hotspot, manufactured by Netgear, which packs a 2.4 inch QVGA 64k color capacitive touch ...",Legit Reviews,20 Jan 2014
131,Hisense Reveals Six New 4G LTE Smartphones For Chinese ...,"All six are 4G LTE enabled, and will work on China Mobile's network. The smartphones are designated as the Hisense X1, X9T, X8T, X68T, ...",Android Headlines,Android News
131,"HP Chromebook 11 returns to Google Play store, LTE model quietly ...","HP's Chromebook 11 can now be purchased with LTE connectivity. The 4G-capable laptop runs on Verizon's network and is priced at $379, ...",The Verge,15 Jan 2014
131,Does Cellular Replace Wi-Fi?,Seriously – this is a question I recently explored with a seasoned mobile professional. And he made a pretty good case as to why cellular could ...,Network World,21 Jan 2014
131,Verizon Ellipsis 7 Review,It wasn't that long ago that the idea of a low-end 4G tablet was a contradiction in terms; even the least expensive tablet with truly untethered ...,Tablet PC Review,16 Jan 2014
132,EE and Three to share 4G network,"The partnership will see the two companies sharing the costs of building and maintaining their 4G network, which not only makes financial ...",TechRadar UK,3 Feb 2014
132,The state of LTE in the US: How the carriers' 4G networks stack up,"Since 4G technologies arrived early here, LTE probably seems like old news. New 4G market launches are hardly cause for headlines and LTE ...",GigaOM,30 Jan 2014
132,"Like the iPad, HP Chromebook 14 laptops come with free T-Mobile ...",Apple's(s aapl) iPad isn't the only device that gets free 4G data from T-Mobile(s tmus). Look around carefully and you can find the HP ...,GigaOM,27 Jan 2014
132,Apple May Be Forced to Unlock 4G on All Compatible Belgian iPhones,"The ruling marks a big win for Belgian consumers, who complain Apple is playing favorites by only enabling 4G access for customers who ...",Mac Rumors,24 Jan 2014
132,Apple faces fines for blocking LTE on the iPhone,"Even though newer iPhone models have support for multiple 4G LTE bands, which would allow them to connect to various networks around the ...",BGR,29 Jan 2014
132,3G and 4G USB modems are vulnerable to login ID-stealing hackers,"SECURITY VULNERABILTIES in 3G and 4G USB modems can be exploited by hackers to nick personal information such as login details, ...",Inquirer,30 Jan 2014
132,SA operators eager to 'flick the switch' to 4G,"South African mobile operators are eager to switch on a 4G network as soon as are allocated spectrum. (Duncan Alfreds, News24). Multimedia ...",News24,30 Jan 2014
132,EE and Three sign 'passive' network share deal for rural UK,EE and Three have confirmed they are working together on bringing better 4G connectivity to rural areas. The mobile operators have long had ...,ComputerWeekly.com,3 Feb 2014
132,"Gator Cases Announces Updated 4G Series, Journeyman Series ...","Lutz, FL (January 22, 2014) -- Gator Cases popular line of lightweight Slinger guitar gig bags has been updated and replaced with the new 4G ...",Premier Guitar (blog),23 Jan 2014
132,"Buy an HP Chromebook 14, get free 4G data for life (some limits apply)","The 200MB of 4G data per month is probably enough to check your email on the go occasionally, or maybe even get some work done… once ...",Liliputing,28 Jan 2014
133,China Telecom Set To Enter 4G Telecom Market With A Hybrid LTE ...,The company recently partnered with several global wireless equipment manufacturers for its 4G network roll-out across the country such as ...,Forbes,13 Feb 2014
133,How to Connect a PC or Tablet Via 4G Wireless,"When it comes to Internet connectivity for a PC or tablet, 4G or 3G cellular mobile broadband can serve as a great substitute for cable and other ...",Notebook Review,12 Feb 2014
133,What You Should Know About Boost Mobile's New 'Unlimited' 4G Plan,"Boost Mobile today announced a deal that includes “unlimited” 4G LTE data at a very low price. However, the offer has a number of significant ...",CIO,7 Feb 2014
133,"MediaTek announces world's first 4G LTE octa-core processor, can it ...","MediaTek is continuing to bring the fight directly to Qualcomm, this time with its announcement of its new 4G LTE octa-core processor.",Android Authority,11 Feb 2014
133,Configurable 4G LTE Router Eyes Industrial M2M Comm,"Built for industrial applications, the 4G LTE LR77 v2 cellular router from Conel exploits the fast data-transfer speeds (up to 100-Mbit/s download ...",Electronic Design,7 Feb 2014
133,Sprint CEO explains why his 4G network is still terrible,Sprint's decision to buy Nextel and its decision to initially go with WiMAX over LTE as its 4G technology were both disastrous mistakes that set ...,BGR,12 Feb 2014
133,Get High-Speed 4G Wireless Internet Anytime And Anywhere With ...,"It's not even a question anymore — we need to stay connected everywhere, at all times and Cult of Mac Deals is offering a little device to help us do it. You can ...",Cult of Mac,17 Feb 2014
133,Five Best Mobile Hotspots,Getting access to high-speed internet on the go doesn't have to mean using someone's wide-open Wi-Fi. There are plenty of great 3G and 4G ...,Lifehacker,16 Feb 2014
133,LTE displays potential in Zhengzhou,Zhengzhou's metro is the first network in the world to utilise a 4G LTE communications platform. Kevin Smith travelled to China to witness the ...,International Railway Journal,12 Feb 2014
133,Full Speed Ahead For Btc 4g Lte Service,"Full Speed Ahead For Btc 4g Lte Service ... was always North America, and LTE has always been a part of our plans, so with 4G LTE going live ...",Bahamas Tribune,14 Feb 2014
134,Europe Struggles to Catch Up With US on 4G Investment,"Swedish carriers are aiming to eventually blanket 90% of the country's landmass in 4G. By next year, the companies say, 99% of Sweden's ...",Wall Street Journal,21 Feb 2014
134,Report: 4G LTE Speeds in the US Sharply Declined Last Year,Does your cell phone's data speed seem slower than it used to despite your carrier's claim that its 4G is getting faster? According to wireless ...,TIME,26 Feb 2014
134,H3G UK confirms 4G network is live in 36 major towns and cities,"In terms of uptake, H3G UK also noted that around 1.7 million of the 7.9 million customers it had at end-2013 are already using a 4G-compatible ...",TeleGeography,3 Mar 2014
134,Report: 4G LTE Speeds in the US Sharply Declining,Does your cell phone's data speed seem slower than it used to despite your carrier's claim that its 4G is getting faster? According to wireless ...,Techlicious (blog),20 Feb 2014
134,New Global Research on LTE Usage Demonstrates 4G's Positive ...,"VANCOUVER, British Columbia, Feb. 24, 2014 /PRNewswire/ -- Mobidia Technology, Inc., a leading provider of mobile usage data, ...",PR Newswire (press release),24 Feb 2014
134,4G mobile network available in Costa Rica in March; iPhone ...,The state-owned Costa Rican Electricity Institute (ICE) on Wednesday presented contract options for new 4G LTE mobile network services ...,Tico Times,27 Feb 2014
134,"Alfa tests VoLTE on live network, launch scheduled for year-end","Alfa notes that it continues to expand its 4G network, which it claims currently covers around 40% of the population, with LTE high speed data ...",TeleGeography,27 Feb 2014
134,Xperia M2 is Sony's Mid-range Phone With Dual SIM 4G LTE,"The Xperia M2 is a 4G LTE smartphone that offers dual SIM functionality, making it another smart choice for international markets. Users can set ...",Tom's Hardware Guide,23 Feb 2014
134,"Intel Reveals XMM 7260, XMM 7160, & M.2 4G LTE Modems","Last year's XMM 7160 was Intel's first LTE 4G CAT 4 modem, with 15 bands it covers most of Europe and North America at 150 Mb/s. This year ...",Tom's Hardware Guide,24 Feb 2014
134,The 700MHZ spectrum: Who owns what?,"... spectrum, as signals in the range propagate well enough to cover a large area from a single transmitter while carrying data at 4G speeds.",Network World,25 Feb 2014
135,T-Mobile plans to upgrade its 2G EDGE footprint to 4G LTE by mid ...,"Essentially, this effort will bring T-Mobile's entire network footprint up to 4G LTE speeds, even outside of the metro areas where it has focused ...",GigaOM,13 Mar 2014
135,Can Artemis Deliver 5G Service On Your 4G Phone?,"“This is going to change everything,” said Steve Perlman in a New York City hotel room in February, two days before revealing that his new ...",IEEE Spectrum,18 Mar 2014
135,Why David Cameron's 5G internet will be so fast it's almost pointless,"The prime minister says we need 5G, which will be 1,000 times faster than the current 4G, to keep Britain in the technological lead",The Guardian,10 Mar 2014
135,Microsoft Surface 2 4G LTE tablet lands at AT&T,"Rocking a $679 price tag, the Microsoft Surface 2 4G LTE hits Microsoft Retail Stores, MicrosoftStore.com, and Best Buy starting March 18.",CNET (blog),18 Mar 2014
135,"'5G' Wireless Doesn't Even Technically Exist Yet, But Everyone's ...","News outlets are happy to help with the confusion too, calling 4G technologies 5G -- just because. The European Union, like everybody else, ...",Techdirt,18 Mar 2014
135,"2015 Audi A3: AT&T 4G LTE In-Vehicle Data Services Priced, Detailed","Through the provider, AT&T, data plans will offer speedy 4G LTE service through AT&T, at prices of just $99 for six months or $499 for 30 ...",The Car Connection,10 Mar 2014
135,Government plans to put calls by emergency services on mobile ...,The UK's 4G networks are largely untested in major incidents. Vodafone and O2 launched their services last summer and their super-fast ...,The Guardian,9 Mar 2014
135,Here's The Technology That's Going To Make Your Phone's Internet ...,"Founded in 2011, Artemis is a startup working on pCell, a new wireless standard that it thinks could leapfrog 4G altogether. Like any new ...",Business Insider,12 Mar 2014
135,"2015 Mercedes C-Class, 2015 Audi A3 4G LTE, Chrysler Recalls ...",Audi has attached a price to the new in-vehicle 4G LTE connectivity that will debut in the automaker's 2015 A3 sedan. Through the provider ...,The Car Connection,11 Mar 2014
135,OnStar Discontinues FMV Ahead of 4G LTE Launch,"Earlier this year, at the 2014 Consumer Electronics Show (CES) in Las Vegas, Chevrolet announced plans to introduce OnStar with 4G LTE on ...",autoevolution,7 Mar 2014
136,Motorola Solutions Sharpens LTE Focus With First 4G-Capable ...,"With 4G LTE likely to play a big role in future public safety communications, Motorola Solutions is actively investing in R&D for next-generation ...",Forbes,26 Mar 2014
136,EE launches the UK's cheapest 4G LTE phone and plan deal,"UK network EE has long been criticized for its over-priced 4G LTE tariffs. It has responded to this by launching not only a new cut-price plan, but ...",Digital Trends,26 Mar 2014
136,Samsung unveils Galaxy Tab4 series with Android 4.4 Kitkat and 4G ...,"SAMSUNG UNVEILED the Galaxy Tab4 series of tablets on Tuesday, which will arrive in 7in, 8in and 10.1in form factors. The Samsung Galaxy ...",Inquirer,1 Apr 2014
136,LIME to roll out new 4G network - 5G being developed by UK ...,"LIME will be launching its new 4G mobile service in the next two weeks to bring faster data speeds, improved voice quality and expanded ...",Jamaica Gleaner,27 Mar 2014
136,Verizon Ellipsis Jetpack,"A when a 4G LTE signal isn't available. Verizon had the best nationwide LTE coverage in our last Fastest Mobile Networks showdown, but it's ...",PC Magazine,25 Mar 2014
136,10 Fascinating Facts About Mobile Data Usage,"The increased mobile usage trends are only growing. By 2018, 4G will make up 15% of device connections, but will account for 51% of traffic.",Motley Fool,29 Mar 2014
136,Apple Introduces Cheaper iPhone 5C Targeting LTE Growth In ...,"This is probably why the model hasn't been launched in the U.S., where LTE is a far more established 4G standard. See our complete analysis ...",Forbes,21 Mar 2014
136,Why One of World's Most Remote Places Has the Fastest Internet,"Nordahl, who lives in a 750-square foot cabin, went on a one-man campaign to bring fiber optic broadband and a 4G mobile network to his tiny ...",Gizmodo,1 Apr 2014
136,Why Vodafone Is Buying This Spanish Telecom,"Telecom companies face a highly competitive market amid the global establishment of 4G, the new generation of mobile ultra-broadband ...",Motley Fool,25 Mar 2014
136,"HTC One M8 review: a lightning-quick, five-star smartphone",The M8 locks onto a 4G signal faster than most other smartphones and maintains that lock in challenging network conditions that invariably see ...,The Guardian,28 Mar 2014
